,match,exphappy,samerace,hobby_diff_phys,hobby_diff_out,hobby_diff_in,same_goal,attr_diff,sinc_diff,intel_diff,fun_diff,amb_diff,income_diff,age_diff,same_career,confidence,imprace,date_freq,out_freq
1828,0,5.0,0,10.0,24.0,13.0,0,28.0,9.0,31.0,31.0,10.0,36545.0,2.0,1,0.5,3.5,7.0,3.0
1829,0,5.0,0,6.0,9.0,16.0,1,34.0,15.0,28.0,28.0,7.0,,1.0,0,0.0,3.0,7.0,3.0
1830,0,5.0,0,10.0,20.0,16.0,0,33.0,7.0,35.0,28.0,11.0,9716.0,2.0,0,0.3,7.0,7.0,3.0
1831,0,5.0,0,10.0,28.0,19.0,0,28.0,10.0,30.0,33.0,15.0,,2.0,1,0.5,4.0,7.0,3.0
1832,0,5.0,0,2.0,19.0,12.0,0,33.0,7.0,26.0,28.0,16.0,39835.0,2.0,0,0.1,6.0,7.0,3.0
1833,0,5.0,0,13.0,24.0,17.0,0,63.0,9.0,14.0,16.0,4.0,,0.0,0,0.375,4.5,7.0,3.0
1834,0,5.0,0,3.0,14.0,13.0,0,25.0,6.0,41.0,43.0,3.0,25012.0,1.0,0,0.125,2.5,7.0,3.0
1835,0,5.0,0,8.0,23.0,14.0,0,54.0,10.0,14.0,37.0,10.0,26258.0,2.0,0,0.0,6.0,7.0,3.0
1836,0,5.0,0,18.0,30.0,11.0,1,19.060000000000002,15.060000000000002,13.890000000000002,16.060000000000002,11.71,37818.0,1.0,0,,5.5,7.0,2.0
1837,0,5.0,1,17.0,18.0,12.0,1,20.67,18.67,19.67,18.67,12.000000000000002,22976.0,5.0,1,,9.5,7.0,2.0
1838,0,5.0,0,7.0,25.0,16.0,1,19.42,15.340000000000003,17.42,18.5,13.170000000000002,,10.0,0,,8.0,7.0,2.0
1839,1,5.0,1,14.0,22.0,22.0,1,20.270000000000003,15.950000000000003,18.270000000000003,16.270000000000003,10.300000000000002,,2.0,1,,7.5,7.0,2.0
1840,0,5.0,0,16.0,26.0,18.0,1,22.5,18.5,16.340000000000003,15.340000000000003,14.420000000000002,,1.0,1,,7.0,7.0,2.0
1841,0,5.0,1,16.0,22.0,17.0,1,17.16,19.54,15.24,19.41,12.93,,2.0,0,,4.5,6.0,5.0
1842,0,5.0,0,17.0,24.0,18.0,1,18.77,23.15,21.02,22.02,7.220000000000001,,8.0,0,,8.5,6.0,5.0
1843,0,5.0,1,9.0,13.0,12.0,1,17.52,19.82,18.77,21.849999999999998,14.39,,13.0,1,,7.0,6.0,5.0
1844,0,5.0,0,10.0,22.0,14.0,1,18.37,20.43,19.62,19.62,11.520000000000001,,5.0,0,,6.5,6.0,5.0
1845,0,5.0,0,8.0,18.0,14.0,1,20.599999999999998,22.979999999999997,17.69,18.69,9.64,,4.0,0,,6.0,6.0,5.0
1846,1,8.0,0,16.0,20.0,16.0,1,10.72,20.39,18.22,19.17,17.04,29264.0,3.0,0,,4.5,5.0,3.0
1847,0,8.0,1,17.0,20.0,9.0,1,14.33,24.0,24.0,21.78,13.33,14422.0,9.0,0,,8.5,5.0,3.0
1848,0,8.0,0,5.0,11.0,13.0,1,13.08,20.67,21.75,21.61,18.5,,14.0,1,,7.0,5.0,3.0
1849,0,8.0,1,12.0,16.0,11.0,1,11.930000000000001,21.28,22.6,19.380000000000003,15.63,,6.0,0,,6.5,5.0,3.0
1850,0,8.0,0,6.0,14.0,19.0,1,14.159999999999998,23.83,20.67,18.450000000000003,15.75,,5.0,0,,6.0,5.0,3.0
1851,0,6.0,0,25.0,28.0,18.0,1,19.57,21.12,15.4,16.03,12.68,,0.0,0,,5.0,7.0,2.0
1852,0,6.0,1,28.0,28.0,21.0,1,21.18,24.73,21.18,18.64,6.3100000000000005,,6.0,0,,9.0,7.0,2.0
1853,0,6.0,0,16.0,21.0,19.0,1,19.93,21.400000000000002,18.93,18.47,14.14,,11.0,1,,7.5,7.0,2.0
1854,1,6.0,1,23.0,22.0,25.0,1,20.78,22.01,19.78,16.240000000000002,11.270000000000001,,3.0,0,,7.0,7.0,2.0
1855,1,6.0,0,15.0,22.0,29.0,1,23.009999999999998,24.56,17.85,15.310000000000002,7.890000000000001,,2.0,0,,6.5,7.0,2.0
1856,0,,0,,,,0,,,,,,,,0,,,,
1857,1,,0,,,,0,,,,,,,,0,,,,
1858,0,,0,,,,0,,,,,,,,0,,,,
1859,0,,0,,,,0,,,,,,,,0,,,,
1860,0,,0,,,,0,,,,,,,,0,,,,
1861,0,7.0,0,18.0,30.0,11.0,1,19.060000000000002,15.060000000000002,13.890000000000002,16.060000000000002,11.71,37818.0,1.0,0,,5.5,4.0,1.0
1862,0,7.0,1,16.0,22.0,17.0,1,17.16,19.54,15.24,19.41,12.93,,2.0,0,,4.5,4.0,1.0
1863,1,7.0,0,16.0,20.0,16.0,1,10.72,20.39,18.22,19.17,17.04,29264.0,3.0,0,,4.5,4.0,1.0
1864,0,7.0,0,25.0,28.0,18.0,1,19.57,21.12,15.4,16.03,12.68,,0.0,0,,5.0,4.0,1.0
1865,0,7.0,0,,,,0,,,,,,,,0,,1.0,4.0,1.0
1866,0,6.0,1,17.0,18.0,12.0,1,20.67,18.67,19.67,18.67,12.000000000000002,22976.0,5.0,1,,9.5,3.0,2.0
1867,0,6.0,0,17.0,24.0,18.0,1,18.77,23.15,21.02,22.02,7.220000000000001,,8.0,0,,8.5,3.0,2.0
1868,0,6.0,1,17.0,20.0,9.0,1,14.33,24.0,24.0,21.78,13.33,14422.0,9.0,0,,8.5,3.0,2.0
1869,0,6.0,1,28.0,28.0,21.0,1,21.18,24.73,21.18,18.64,6.3100000000000005,,6.0,0,,9.0,3.0,2.0
1870,1,6.0,0,,,,0,,,,,,,,0,,9.0,3.0,2.0
1871,0,8.0,0,7.0,25.0,16.0,1,19.42,15.340000000000003,17.42,18.5,13.170000000000002,,10.0,0,,8.0,6.0,3.0
1872,0,8.0,1,9.0,13.0,12.0,1,17.52,19.82,18.77,21.849999999999998,14.39,,13.0,1,,7.0,6.0,3.0
1873,0,8.0,0,5.0,11.0,13.0,1,13.08,20.67,21.75,21.61,18.5,,14.0,1,,7.0,6.0,3.0
1874,0,8.0,0,16.0,21.0,19.0,1,19.93,21.400000000000002,18.93,18.47,14.14,,11.0,1,,7.5,6.0,3.0
1875,0,8.0,0,,,,0,,,,,,,,0,,6.0,6.0,3.0
1876,1,6.0,1,14.0,22.0,22.0,1,20.270000000000003,15.950000000000003,18.270000000000003,16.270000000000003,10.300000000000002,,2.0,1,,7.5,5.0,2.0
1877,0,6.0,0,10.0,22.0,14.0,1,18.37,20.43,19.62,19.62,11.520000000000001,,5.0,0,,6.5,5.0,2.0
1878,0,6.0,1,12.0,16.0,11.0,1,11.930000000000001,21.28,22.6,19.380000000000003,15.63,,6.0,0,,6.5,5.0,2.0
1879,1,6.0,1,23.0,22.0,25.0,1,20.78,22.01,19.78,16.240000000000002,11.270000000000001,,3.0,0,,7.0,5.0,2.0
1880,0,6.0,0,,,,0,,,,,,,,0,,5.0,5.0,2.0
1881,0,4.0,0,16.0,26.0,18.0,1,22.5,18.5,16.340000000000003,15.340000000000003,14.420000000000002,,1.0,1,,7.0,6.0,2.0
1882,0,4.0,0,8.0,18.0,14.0,1,20.599999999999998,22.979999999999997,17.69,18.69,9.64,,4.0,0,,6.0,6.0,2.0
1883,0,4.0,0,6.0,14.0,19.0,1,14.159999999999998,23.83,20.67,18.450000000000003,15.75,,5.0,0,,6.0,6.0,2.0
1884,1,4.0,0,15.0,22.0,29.0,1,23.009999999999998,24.56,17.85,15.310000000000002,7.890000000000001,,2.0,0,,6.5,6.0,2.0
1885,0,4.0,0,,,,0,,,,,,,,0,,4.0,6.0,2.0
1886,0,7.0,1,11.0,9.0,13.0,0,17.34,15.34,21.48,24.48,15.57,13497.0,1.0,1,,2.0,5.0,2.0
1887,1,7.0,1,6.0,16.0,18.0,1,16.2,16.74,22.88,24.88,16.41,,4.0,1,,4.0,5.0,2.0
1888,0,7.0,0,15.0,9.0,17.0,0,13.29,15.29,21.43,21.43,17.05,22505.0,5.0,0,,2.0,5.0,2.0
1889,0,7.0,1,12.0,8.0,17.0,0,13.96,17.04,21.18,22.18,23.8,3026.0,2.0,0,,3.5,5.0,2.0
1890,0,7.0,0,8.0,16.0,22.0,0,13.51,12.51,22.0,22.82,17.09,,3.0,0,,1.0,5.0,2.0
1891,0,7.0,1,12.0,17.0,29.0,0,10.29,17.29,22.43,24.43,21.05,5351.0,2.0,1,,1.0,5.0,2.0
1892,0,7.0,1,8.0,13.0,23.0,1,18.8,19.369999999999997,22.94,24.38,19.490000000000002,19185.0,3.0,1,,1.0,5.0,2.0
1893,0,7.0,1,10.0,17.0,29.0,0,13.96,11.79,23.259999999999998,24.18,22.55,1722.0,6.0,0,,2.5,5.0,2.0
1894,0,7.0,0,5.0,16.0,27.0,0,26.07,17.73,23.87,33.21,16.270000000000003,29261.0,2.0,0,,1.0,5.0,2.0
1895,1,7.0,1,13.0,10.0,20.0,0,17.89,12.239999999999998,23.03,21.71,23.330000000000002,3173.0,1.0,1,,1.0,5.0,2.0
1896,1,7.0,0,7.0,11.0,21.0,1,11.399999999999999,18.07,24.21,25.21,24.830000000000002,28306.0,1.0,0,,1.0,5.0,2.0
1897,1,7.0,1,10.0,13.0,22.0,0,16.07,16.29,21.21,20.990000000000002,20.61,19362.0,4.0,1,,1.5,5.0,2.0
1898,0,7.0,0,7.0,16.0,24.0,1,14.57,18.22,21.03,25.03,18.0,,4.0,0,,1.5,5.0,2.0
1899,1,7.0,1,11.0,9.0,20.0,1,14.86,6.159999999999998,21.0,22.0,21.62,,5.0,0,,1.0,5.0,2.0
1900,1,7.0,1,7.0,8.0,14.0,1,18.07,17.07,25.65,23.43,18.61,,3.0,0,,3.0,5.0,2.0
1901,1,7.0,1,9.0,8.0,18.0,1,16.66,14.66,22.84,23.84,19.38,,2.0,1,,3.0,5.0,2.0
1902,0,6.0,1,8.0,13.0,13.0,0,13.38,20.88,22.88,19.630000000000003,13.190000000000001,,10.0,0,,4.5,7.0,4.0
1903,0,6.0,1,5.0,8.0,8.0,0,12.24,22.279999999999998,24.279999999999998,20.03,14.030000000000001,,5.0,0,,6.5,7.0,4.0
1904,0,6.0,0,14.0,11.0,15.0,1,9.33,20.83,22.83,16.58,14.670000000000002,,4.0,0,,4.5,7.0,4.0
1905,0,6.0,1,11.0,6.0,15.0,1,10.000000000000002,22.58,22.58,17.33,21.42,,11.0,0,,6.0,7.0,4.0
1906,0,6.0,0,5.0,12.0,14.0,1,9.55,18.049999999999997,23.4,17.97,14.71,,6.0,0,,3.5,7.0,4.0
1907,0,6.0,1,11.0,21.0,13.0,0,6.33,22.83,23.83,19.58,18.67,,7.0,0,,3.5,7.0,4.0
1908,0,6.0,1,7.0,19.0,11.0,0,14.840000000000002,24.909999999999997,24.34,19.53,17.11,,6.0,0,,3.5,7.0,4.0
1909,0,6.0,1,7.0,19.0,15.0,0,10.000000000000002,17.33,24.659999999999997,19.33,20.17,,3.0,0,,5.0,7.0,4.0
1910,0,6.0,0,8.0,22.0,17.0,0,22.11,23.27,25.27,28.36,13.890000000000002,,7.0,0,,3.5,7.0,4.0
1911,0,6.0,1,12.0,12.0,10.0,1,13.930000000000001,17.779999999999998,24.43,16.86,20.950000000000003,,10.0,0,,3.5,7.0,4.0
1912,0,6.0,0,6.0,21.0,15.0,0,7.4399999999999995,23.61,25.61,20.36,22.450000000000003,,10.0,0,,3.5,7.0,4.0
1913,0,6.0,1,9.0,7.0,16.0,1,12.110000000000001,21.83,22.61,16.14,18.230000000000004,,5.0,0,,4.0,7.0,4.0
1914,0,6.0,0,6.0,12.0,10.0,0,10.610000000000001,23.759999999999998,22.43,20.18,15.620000000000001,,5.0,0,,4.0,7.0,4.0
1915,0,6.0,1,10.0,11.0,12.0,0,14.24,11.699999999999998,22.4,17.15,19.240000000000002,,4.0,0,,3.5,7.0,4.0
1916,0,6.0,1,6.0,8.0,12.0,0,14.110000000000001,22.61,27.049999999999997,18.58,16.230000000000004,,6.0,0,,5.5,7.0,4.0
1917,0,6.0,1,12.0,14.0,12.0,0,12.700000000000001,20.2,24.24,18.990000000000002,17.0,,11.0,0,,5.5,7.0,4.0
1918,0,5.0,1,19.0,11.0,12.0,0,21.05,18.05,17.05,22.05,12.52,7969.0,0.0,1,,4.0,5.0,2.0
1919,0,5.0,1,10.0,14.0,7.0,1,19.91,19.45,18.45,22.45,13.36,,5.0,1,,6.0,5.0,2.0
1920,0,5.0,0,5.0,13.0,8.0,0,17.0,18.0,17.0,19.0,14.0,1039.0,6.0,0,,4.0,5.0,2.0
1921,0,5.0,1,6.0,12.0,12.0,0,17.67,19.75,16.75,19.75,20.75,24492.0,1.0,0,,5.5,5.0,2.0
1922,1,5.0,0,16.0,8.0,11.0,0,17.22,15.22,17.57,20.39,14.04,,4.0,0,,3.0,5.0,2.0
1923,0,5.0,1,14.0,23.0,16.0,0,14.0,20.0,18.0,22.0,18.0,26817.0,3.0,1,,3.0,5.0,2.0
1924,0,5.0,1,12.0,17.0,10.0,1,22.51,22.08,18.51,21.95,20.439999999999998,2281.0,4.0,1,,3.0,5.0,2.0
1925,0,5.0,1,14.0,21.0,18.0,0,17.67,14.5,18.83,21.75,19.5,23188.0,7.0,0,,4.5,5.0,2.0
1926,0,5.0,0,9.0,18.0,16.0,0,29.78,20.44,19.44,30.78,17.22,50727.0,3.0,0,,3.0,5.0,2.0
1927,0,5.0,1,9.0,14.0,7.0,0,21.6,14.95,18.6,19.28,20.28,18293.0,0.0,1,,3.0,5.0,2.0
1928,0,5.0,0,13.0,17.0,12.0,1,15.11,20.78,19.78,22.78,21.78,6840.0,0.0,0,,3.0,5.0,2.0
1929,0,5.0,1,4.0,15.0,9.0,0,19.78,19.0,16.78,18.560000000000002,17.560000000000002,2104.0,5.0,1,,3.5,5.0,2.0
1930,0,5.0,0,11.0,20.0,13.0,1,18.28,20.93,16.6,22.6,14.95,,5.0,0,,3.5,5.0,2.0
1931,0,5.0,1,7.0,13.0,11.0,1,18.57,8.87,16.57,19.57,18.57,,6.0,0,,3.0,5.0,2.0
1932,0,5.0,1,7.0,10.0,7.0,1,21.78,19.78,21.22,21.0,15.56,,4.0,0,,5.0,5.0,2.0
1933,0,5.0,1,5.0,8.0,5.0,1,20.37,17.37,18.41,21.41,16.33,,1.0,1,,5.0,5.0,2.0
1934,0,5.0,1,8.0,22.0,14.0,0,18.41,23.23,23.78,23.23,7.879999999999999,1526.0,1.0,1,,6.0,7.0,1.0
1935,0,5.0,1,13.0,13.0,15.0,0,17.27,24.63,25.18,23.63,8.719999999999999,,4.0,1,,8.0,7.0,1.0
1936,0,5.0,0,16.0,24.0,20.0,1,14.36,23.18,23.73,20.18,9.36,10534.0,5.0,0,,6.0,7.0,1.0
1937,0,5.0,1,19.0,21.0,18.0,1,15.030000000000001,24.93,23.48,20.93,16.11,14997.0,2.0,0,,7.5,7.0,1.0
1938,0,5.0,0,7.0,25.0,15.0,1,14.58,20.4,24.3,21.57,9.399999999999999,,3.0,0,,5.0,7.0,1.0
1939,0,5.0,1,7.0,22.0,16.0,0,11.36,25.18,24.73,23.18,13.36,17322.0,2.0,1,,5.0,7.0,1.0
1940,0,5.0,1,13.0,24.0,18.0,0,19.87,27.259999999999998,25.240000000000002,23.13,11.799999999999999,7214.0,3.0,1,,5.0,7.0,1.0
1941,0,5.0,1,5.0,16.0,10.0,0,15.030000000000001,19.68,25.56,22.93,14.86,13693.0,6.0,0,,6.5,7.0,1.0
1942,0,5.0,0,18.0,29.0,20.0,0,27.14,25.62,26.17,31.96,8.58,41232.0,2.0,0,,5.0,7.0,1.0
1943,0,5.0,1,20.0,21.0,19.0,1,18.96,20.13,25.330000000000002,20.46,15.64,8798.0,1.0,1,,5.0,7.0,1.0
1944,0,5.0,0,8.0,26.0,20.0,0,12.469999999999999,25.96,26.51,23.96,17.14,16335.0,1.0,0,,5.0,7.0,1.0
1945,0,5.0,1,21.0,20.0,21.0,1,17.14,24.18,23.51,19.740000000000002,12.92,7391.0,4.0,1,,5.5,7.0,1.0
1946,0,5.0,0,12.0,13.0,7.0,0,15.64,26.11,23.330000000000002,23.78,10.309999999999999,,4.0,0,,5.5,7.0,1.0
1947,0,5.0,1,16.0,20.0,7.0,0,15.93,14.049999999999999,23.3,20.75,13.93,,5.0,0,,5.0,7.0,1.0
1948,0,5.0,1,14.0,25.0,19.0,0,19.14,24.96,27.95,22.18,10.92,,3.0,0,,7.0,7.0,1.0
1949,0,5.0,1,24.0,33.0,19.0,0,17.73,22.55,25.14,22.59,11.689999999999998,,2.0,1,,7.0,7.0,1.0
1950,0,5.0,1,10.0,12.0,17.0,1,22.23,20.23,20.23,22.23,9.16,21554.0,13.0,1,,2.0,7.0,1.0
1951,0,5.0,1,7.0,13.0,12.0,0,21.09,21.63,21.63,22.63,10.0,,8.0,1,,4.0,7.0,1.0
1952,0,5.0,0,10.0,16.0,23.0,0,18.18,20.18,20.18,19.18,10.64,30562.0,7.0,0,,2.0,7.0,1.0
1953,0,5.0,1,13.0,15.0,17.0,0,18.85,21.93,19.93,19.93,17.39,5031.0,14.0,0,,3.5,7.0,1.0
1954,0,5.0,0,7.0,21.0,14.0,0,18.4,17.4,20.75,20.57,10.68,,9.0,0,,1.0,7.0,1.0
1955,0,5.0,1,7.0,14.0,11.0,1,15.18,22.18,21.18,22.18,14.64,2706.0,10.0,1,,1.0,7.0,1.0
1956,1,5.0,1,7.0,14.0,15.0,0,23.69,24.259999999999998,21.69,22.13,15.08,27242.0,9.0,1,,1.0,7.0,1.0
1957,0,5.0,1,5.0,10.0,5.0,0,18.85,16.68,22.009999999999998,21.93,16.14,6335.0,6.0,0,,2.5,7.0,1.0
1958,0,5.0,0,10.0,17.0,19.0,0,30.96,22.62,22.62,30.96,11.860000000000001,21204.0,10.0,0,,1.0,7.0,1.0
1959,0,5.0,1,14.0,11.0,16.0,0,22.78,17.13,21.78,19.46,16.92,11230.0,13.0,1,,1.0,7.0,1.0
1960,0,5.0,0,4.0,14.0,23.0,0,16.29,22.96,22.96,22.96,18.42,36363.0,13.0,0,,1.0,7.0,1.0
1961,0,5.0,1,13.0,18.0,18.0,0,20.96,21.18,19.96,18.740000000000002,14.200000000000001,27419.0,8.0,1,,1.5,7.0,1.0
1962,0,5.0,0,10.0,11.0,4.0,0,19.46,23.11,19.78,22.78,11.59,,8.0,0,,1.5,7.0,1.0
1963,0,5.0,1,10.0,16.0,8.0,0,19.75,11.049999999999999,19.75,19.75,15.21,,7.0,0,,1.0,7.0,1.0
1964,0,5.0,1,6.0,19.0,22.0,0,22.96,21.96,24.4,21.18,12.200000000000001,,9.0,0,,3.0,7.0,1.0
1965,0,5.0,1,16.0,23.0,20.0,0,21.55,19.55,21.59,21.59,12.969999999999999,,14.0,1,,3.0,7.0,1.0
1966,0,5.0,0,21.0,15.0,20.0,0,22.05,21.05,21.05,22.05,12.52,4583.0,3.0,0,,3.0,5.0,1.0
1967,0,5.0,0,12.0,8.0,9.0,0,20.91,22.45,22.45,22.45,13.36,,2.0,0,,5.0,5.0,1.0
1968,1,5.0,0,13.0,13.0,20.0,0,18.0,21.0,21.0,19.0,14.0,13591.0,3.0,0,,3.0,5.0,1.0
1969,0,5.0,0,12.0,8.0,14.0,0,18.67,22.75,20.75,19.75,20.75,11940.0,4.0,0,,4.5,5.0,1.0
1970,0,5.0,1,18.0,14.0,19.0,0,18.22,18.22,21.57,20.39,14.04,,1.0,0,,2.0,5.0,1.0
1971,0,5.0,0,18.0,25.0,16.0,0,15.0,23.0,22.0,22.0,18.0,14265.0,0.0,0,,2.0,5.0,1.0
1972,0,5.0,0,14.0,23.0,14.0,0,23.51,25.08,22.51,21.95,16.439999999999998,10271.0,1.0,0,,2.0,5.0,1.0
1973,1,5.0,0,18.0,19.0,10.0,0,18.67,17.5,22.83,21.75,19.5,10636.0,4.0,0,,3.5,5.0,1.0
1974,1,5.0,0,7.0,26.0,22.0,1,30.78,23.44,23.44,30.78,13.22,38175.0,0.0,1,,2.0,5.0,1.0
1975,0,5.0,0,13.0,14.0,11.0,0,22.6,17.95,22.6,19.28,20.28,5741.0,3.0,0,,2.0,5.0,1.0
1976,0,5.0,1,15.0,25.0,20.0,0,16.11,23.78,23.78,22.78,21.78,19392.0,3.0,0,,2.0,5.0,1.0
1977,1,5.0,0,10.0,11.0,17.0,0,20.78,22.0,20.78,18.560000000000002,17.560000000000002,10448.0,2.0,0,,2.5,5.0,1.0
1978,0,5.0,1,11.0,14.0,11.0,0,19.28,23.93,20.6,22.6,14.95,,2.0,0,,2.5,5.0,1.0
1979,0,5.0,0,9.0,11.0,15.0,0,19.57,11.87,20.57,19.57,18.57,,3.0,1,,2.0,5.0,1.0
1980,1,5.0,0,9.0,12.0,17.0,0,22.78,22.78,25.22,21.0,15.56,,1.0,1,,4.0,5.0,1.0
1981,0,5.0,0,9.0,20.0,17.0,0,21.37,20.37,22.41,21.41,16.33,,4.0,0,,4.0,5.0,1.0
1982,0,5.0,0,15.0,20.0,18.0,0,19.14,18.03,18.03,21.92,14.39,,4.0,0,,5.0,4.0,1.0
1983,0,5.0,0,6.0,11.0,13.0,0,18.0,19.43,19.43,22.32,15.23,,1.0,0,,7.0,4.0,1.0
1984,0,5.0,0,13.0,22.0,24.0,0,15.09,17.98,17.98,18.87,15.870000000000001,,2.0,0,,5.0,4.0,1.0
1985,0,5.0,0,12.0,19.0,18.0,0,15.760000000000002,19.73,17.73,19.62,22.62,,5.0,0,,6.5,4.0,1.0
1986,0,5.0,1,12.0,23.0,17.0,0,15.31,15.200000000000001,18.55,20.26,15.91,,0.0,0,,4.0,4.0,1.0
1987,0,5.0,0,12.0,20.0,16.0,0,12.09,19.98,18.98,21.87,19.87,,1.0,0,,4.0,4.0,1.0
1988,0,5.0,0,8.0,22.0,16.0,0,20.6,22.06,19.490000000000002,21.82,20.310000000000002,,0.0,0,,4.0,4.0,1.0
1989,0,5.0,0,12.0,14.0,10.0,0,15.760000000000002,14.48,19.81,21.62,21.37,,3.0,0,,5.5,4.0,1.0
1990,0,5.0,0,5.0,27.0,22.0,1,27.87,20.42,20.42,30.650000000000002,17.090000000000003,,1.0,1,,4.0,4.0,1.0
1991,0,5.0,0,13.0,19.0,15.0,0,19.69,14.93,19.580000000000002,19.150000000000002,22.150000000000002,,4.0,0,,4.0,4.0,1.0
1992,0,5.0,1,9.0,24.0,22.0,0,13.2,20.76,20.76,22.650000000000002,23.650000000000002,,4.0,0,,4.0,4.0,1.0
1993,1,5.0,0,10.0,18.0,21.0,0,17.87,18.98,17.76,18.43,19.43,,1.0,0,,4.5,4.0,1.0
1994,0,5.0,1,9.0,11.0,9.0,0,16.37,20.91,17.580000000000002,22.470000000000002,16.82,,1.0,0,,4.5,4.0,1.0
1995,0,5.0,0,9.0,18.0,13.0,0,16.66,8.85,17.55,19.44,20.44,,2.0,1,,4.0,4.0,1.0
1996,0,5.0,0,5.0,23.0,21.0,0,19.87,19.76,22.2,20.87,17.43,,0.0,1,,6.0,4.0,1.0
1997,0,5.0,0,9.0,31.0,21.0,0,18.46,17.35,19.39,21.28,18.2,,5.0,0,,6.0,4.0,1.0
1998,0,4.0,1,15.0,10.0,11.0,0,12.56,21.2,21.2,23.2,14.669999999999998,14938.0,5.0,1,,3.0,5.0,2.0
1999,0,4.0,1,10.0,9.0,8.0,1,11.42,22.599999999999998,22.599999999999998,23.599999999999998,15.509999999999998,,0.0,1,,5.0,5.0,2.0
2000,1,4.0,0,17.0,16.0,13.0,0,8.51,21.15,21.15,20.15,16.15,23946.0,1.0,0,,3.0,5.0,2.0
2001,0,4.0,1,12.0,9.0,17.0,0,9.180000000000001,22.9,20.9,20.9,22.9,1585.0,6.0,0,,4.5,5.0,2.0
2002,0,4.0,0,14.0,11.0,6.0,0,8.73,18.369999999999997,21.72,21.54,16.189999999999998,,1.0,0,,2.0,5.0,2.0
2003,0,4.0,1,16.0,22.0,15.0,0,5.51,23.15,22.15,23.15,20.15,3910.0,2.0,1,,2.0,5.0,2.0
2004,0,4.0,1,8.0,18.0,13.0,1,14.020000000000001,25.229999999999997,22.66,23.099999999999998,20.589999999999996,20626.0,1.0,1,,2.0,5.0,2.0
2005,0,4.0,1,18.0,20.0,17.0,0,9.180000000000001,17.65,22.979999999999997,22.9,21.65,281.0,2.0,0,,3.5,5.0,2.0
2006,1,4.0,0,11.0,19.0,17.0,0,21.29,23.59,23.59,31.93,17.369999999999997,27820.0,2.0,0,,2.0,5.0,2.0
2007,0,4.0,1,11.0,11.0,10.0,0,13.110000000000001,18.099999999999998,22.75,20.43,22.43,4614.0,5.0,1,,2.0,5.0,2.0
2008,0,4.0,0,13.0,20.0,15.0,1,6.619999999999999,23.93,23.93,23.93,23.93,29747.0,5.0,0,,2.0,5.0,2.0
2009,0,4.0,1,10.0,12.0,14.0,0,11.290000000000001,22.15,20.93,19.71,19.71,20803.0,0.0,1,,2.5,5.0,2.0
2010,0,4.0,0,15.0,13.0,10.0,1,9.790000000000001,24.08,20.75,23.75,17.099999999999998,,0.0,0,,2.5,5.0,2.0
2011,1,4.0,1,13.0,12.0,10.0,1,13.06,12.019999999999998,20.72,20.72,20.72,,1.0,0,,2.0,5.0,2.0
2012,1,4.0,1,11.0,11.0,16.0,1,13.290000000000001,22.93,25.369999999999997,22.15,17.71,,1.0,0,,4.0,5.0,2.0
2013,1,4.0,1,9.0,17.0,10.0,1,11.88,20.52,22.56,22.56,18.479999999999997,,6.0,1,,4.0,5.0,2.0
2014,0,5.0,1,15.0,15.0,21.0,1,17.05,21.05,21.05,24.05,9.52,17832.0,8.0,1,,3.0,5.0,2.0
2015,0,5.0,1,16.0,26.0,26.0,0,15.91,22.45,22.45,24.45,10.36,,3.0,1,,5.0,5.0,2.0
2016,0,5.0,0,25.0,17.0,19.0,0,13.0,21.0,21.0,21.0,11.0,26840.0,2.0,0,,3.0,5.0,2.0
2017,0,5.0,1,20.0,22.0,31.0,0,13.670000000000002,22.75,20.75,21.75,17.75,1309.0,9.0,0,,4.5,5.0,2.0
2018,0,5.0,0,12.0,24.0,18.0,0,13.22,18.22,21.57,22.39,11.04,,4.0,0,,2.0,5.0,2.0
2019,0,5.0,1,16.0,17.0,9.0,1,10.0,23.0,22.0,24.0,15.0,1016.0,5.0,1,,2.0,5.0,2.0
2020,0,5.0,1,14.0,13.0,11.0,0,18.51,25.08,22.51,23.95,15.44,23520.0,4.0,1,,2.0,5.0,2.0
2021,1,5.0,1,20.0,17.0,15.0,0,13.670000000000002,17.5,22.83,23.75,16.5,2613.0,1.0,0,,3.5,5.0,2.0
2022,0,5.0,0,13.0,12.0,13.0,0,25.78,23.44,23.44,32.78,12.22,24926.0,5.0,0,,2.0,5.0,2.0
2023,1,5.0,1,17.0,14.0,22.0,0,17.6,17.95,22.6,21.28,17.28,7508.0,8.0,1,,2.0,5.0,2.0
2024,0,5.0,0,11.0,11.0,13.0,0,11.11,23.78,23.78,24.78,18.78,32641.0,8.0,0,,2.0,5.0,2.0
2025,0,5.0,1,18.0,23.0,18.0,0,15.780000000000001,22.0,20.78,20.560000000000002,14.56,23697.0,3.0,1,,2.5,5.0,2.0
2026,0,5.0,0,17.0,22.0,20.0,0,14.280000000000001,23.93,20.6,24.6,11.95,,3.0,0,,2.5,5.0,2.0
2027,0,5.0,1,21.0,21.0,16.0,0,14.57,11.87,20.57,21.57,15.57,,2.0,0,,2.0,5.0,2.0
2028,0,5.0,1,17.0,20.0,20.0,0,17.78,22.78,25.22,23.0,12.56,,4.0,0,,4.0,5.0,2.0
2029,0,5.0,1,17.0,16.0,22.0,0,16.37,20.37,22.41,23.41,13.329999999999998,,9.0,1,,4.0,5.0,2.0
