,Unnamed: 0,exphappy,samerace,hobby_diff_phys,hobby_diff_out,hobby_diff_in,attr_diff,sinc_diff,intel_diff,fun_diff,age_diff,same_career,confidence,imprace,date_freq,out_freq,match
1447,1447,3.0,0,2.0,2.0,2.0,6.0,6.0,4.0,6.0,3.0,0,0.0,2.0,2.0,6.0,0
1448,1448,3.0,0,2.0,4.0,3.0,3.0,6.0,6.0,6.0,6.0,0,0.0,2.0,2.0,6.0,0
1449,1449,3.0,0,3.0,6.0,6.0,2.0,6.0,3.0,2.0,0.0,0,0.0,3.0,2.0,6.0,0
1450,1450,3.0,0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,5.0,1,0.0,2.0,2.0,6.0,1
1451,1451,3.0,0,6.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,0,0.0,5.0,2.0,6.0,0
1452,1452,3.0,0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,0,0.0,5.0,2.0,6.0,0
1453,1453,3.0,0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,1,0.0,3.0,2.0,6.0,0
1454,1454,3.0,0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,0,0.0,4.0,2.0,6.0,0
1455,1455,3.0,1,2.0,6.0,6.0,2.0,4.0,6.0,3.0,3.0,0,0.0,4.0,2.0,6.0,0
1456,1456,3.0,0,5.0,4.0,2.0,6.0,4.0,4.0,3.0,0.0,0,0.0,2.0,2.0,6.0,0
1457,1457,3.0,0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,0.0,1,0.0,3.0,2.0,6.0,1
1458,1458,4.0,0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,6.0,0,0.0,2.0,3.0,2.0,0
1459,1459,4.0,0,2.0,6.0,4.0,4.0,2.0,6.0,2.0,0.0,0,0.0,6.0,3.0,2.0,0
1460,1460,4.0,0,3.0,2.0,5.0,4.0,3.0,6.0,6.0,0.0,0,0.0,6.0,3.0,2.0,0
1461,1461,4.0,1,5.0,6.0,4.0,3.0,2.0,0.0,2.0,2.0,0,0.0,3.0,3.0,2.0,0
1462,1462,4.0,1,2.0,3.0,5.0,3.0,2.0,6.0,0.0,3.0,0,0.0,6.0,3.0,2.0,0
1463,1463,4.0,0,6.0,0.0,4.0,3.0,0.0,6.0,2.0,3.0,0,0.0,2.0,3.0,2.0,0
1464,1464,4.0,0,2.0,0.0,3.0,4.0,2.0,6.0,2.0,6.0,0,0.0,6.0,3.0,2.0,0
1465,1465,4.0,0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,6.0,1,0.0,6.0,3.0,2.0,0
1466,1466,4.0,0,2.0,0.0,5.0,6.0,4.0,3.0,6.0,6.0,0,0.0,6.0,3.0,2.0,0
1467,1467,4.0,0,3.0,2.0,3.0,5.0,3.0,0.0,6.0,5.0,0,0.0,6.0,3.0,2.0,0
1468,1468,4.0,0,6.0,5.0,5.0,4.0,2.0,6.0,2.0,0.0,0,0.0,6.0,3.0,2.0,0
1469,1469,4.0,0,2.0,6.0,3.0,4.0,6.0,6.0,6.0,0.0,0,0.0,3.0,3.0,2.0,0
1470,1470,4.0,0,6.0,6.0,2.0,4.0,6.0,6.0,6.0,0.0,0,0.0,3.0,3.0,2.0,0
1471,1471,4.0,0,4.0,0.0,3.0,5.0,6.0,6.0,2.0,3.0,0,0.0,6.0,3.0,2.0,0
1472,1472,4.0,1,2.0,3.0,2.0,4.0,2.0,6.0,2.0,0.0,0,0.0,2.0,3.0,2.0,0
1473,1473,4.0,0,2.0,2.0,4.0,4.0,0.0,6.0,2.0,6.0,0,0.0,2.0,3.0,2.0,0
1474,1474,4.0,0,2.0,0.0,4.0,3.0,2.0,6.0,2.0,4.0,1,0.0,6.0,3.0,2.0,0
1475,1475,4.0,0,2.0,0.0,3.0,4.0,2.0,6.0,3.0,4.0,0,0.0,6.0,3.0,2.0,0
1476,1476,3.0,1,5.0,3.0,2.0,2.0,6.0,6.0,5.0,6.0,1,0.0,2.0,3.0,3.0,0
1477,1477,3.0,1,3.0,3.0,5.0,3.0,3.0,5.0,4.0,6.0,0,0.0,6.0,3.0,3.0,0
1478,1478,3.0,0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,0,0.0,0.0,3.0,3.0,0
1479,1479,3.0,0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,0,0.0,3.0,3.0,3.0,0
1480,1480,3.0,0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,1,0.0,6.0,3.0,3.0,1
1481,1481,3.0,1,2.0,3.0,4.0,2.0,6.0,5.0,4.0,2.0,0,0.0,2.0,3.0,3.0,0
1482,1482,3.0,0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,1,0.0,6.0,3.0,3.0,0
1483,1483,3.0,0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,6.0,0,0.0,0.0,3.0,3.0,0
1484,1484,3.0,0,2.0,4.0,5.0,5.0,4.0,6.0,2.0,0.0,0,0.0,0.0,3.0,3.0,0
1485,1485,3.0,1,4.0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,0,0.0,6.0,3.0,3.0,0
1486,1486,3.0,1,5.0,4.0,4.0,3.0,2.0,4.0,4.0,6.0,1,0.0,0.0,3.0,3.0,0
1487,1487,3.0,1,2.0,3.0,4.0,3.0,6.0,4.0,3.0,5.0,0,0.0,3.0,3.0,3.0,0
1488,1488,3.0,1,6.0,4.0,5.0,3.0,6.0,4.0,3.0,5.0,0,0.0,3.0,3.0,3.0,0
1489,1489,3.0,1,4.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0,1,0.0,6.0,3.0,3.0,0
1490,1490,3.0,0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,0,0.0,6.0,3.0,3.0,0
1491,1491,3.0,0,2.0,3.0,3.0,3.0,0.0,6.0,4.0,4.0,0,0.0,2.0,3.0,3.0,0
1492,1492,3.0,1,3.0,4.0,5.0,2.0,2.0,4.0,4.0,6.0,0,0.0,0.0,3.0,3.0,0
1493,1493,3.0,1,4.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,1,0.0,6.0,3.0,3.0,0
1494,1494,3.0,1,4.0,0.0,3.0,3.0,0.0,5.0,2.0,5.0,0,0.0,4.0,3.0,0.0,0
1495,1495,3.0,1,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,0,0.0,3.0,3.0,0.0,0
1496,1496,3.0,0,3.0,3.0,4.0,4.0,3.0,3.0,6.0,6.0,0,0.0,2.0,3.0,0.0,0
1497,1497,3.0,0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,0.0,0,0.0,5.0,3.0,0.0,0
1498,1498,3.0,0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0,0.0,3.0,3.0,0.0,0
1499,1499,3.0,1,6.0,2.0,3.0,3.0,0.0,3.0,2.0,6.0,0,0.0,4.0,3.0,0.0,0
1500,1500,3.0,0,3.0,0.0,3.0,4.0,2.0,3.0,2.0,0.0,0,0.0,3.0,3.0,0.0,0
1501,1501,3.0,0,4.0,6.0,4.0,4.0,5.0,3.0,0.0,5.0,1,0.0,2.0,3.0,0.0,0
1502,1502,3.0,0,2.0,2.0,5.0,6.0,4.0,5.0,0.0,3.0,0,0.0,2.0,3.0,0.0,0
1503,1503,3.0,1,2.0,6.0,2.0,5.0,3.0,2.0,6.0,2.0,0,0.0,3.0,3.0,0.0,0
1504,1504,3.0,1,5.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,0,0.0,2.0,3.0,0.0,0
1505,1505,3.0,1,2.0,6.0,2.0,4.0,6.0,3.0,6.0,6.0,0,0.0,5.0,3.0,0.0,0
1506,1506,3.0,1,0.0,2.0,6.0,4.0,6.0,3.0,6.0,6.0,0,0.0,5.0,3.0,0.0,0
1507,1507,3.0,1,4.0,6.0,4.0,5.0,6.0,3.0,2.0,0.0,0,0.0,3.0,3.0,0.0,0
1508,1508,3.0,0,6.0,3.0,3.0,4.0,2.0,3.0,2.0,6.0,0,0.0,4.0,3.0,0.0,0
1509,1509,3.0,0,2.0,6.0,2.0,4.0,6.0,6.0,2.0,0.0,0,0.0,4.0,3.0,0.0,1
1510,1510,3.0,1,2.0,2.0,4.0,3.0,3.0,3.0,2.0,6.0,1,0.0,2.0,3.0,0.0,0
1511,1511,3.0,1,2.0,6.0,3.0,4.0,2.0,2.0,3.0,6.0,0,0.0,3.0,3.0,0.0,0
1512,1512,5.0,1,3.0,6.0,2.0,6.0,6.0,6.0,3.0,4.0,1,0.0,3.0,4.0,2.0,0
1513,1513,5.0,1,6.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,0,0.0,2.0,4.0,2.0,0
1514,1514,5.0,0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,2.0,0,0.0,2.0,4.0,2.0,0
1515,1515,5.0,0,6.0,6.0,2.0,6.0,3.0,3.0,3.0,0.0,0,0.0,4.0,4.0,2.0,1
1516,1516,5.0,0,3.0,3.0,4.0,6.0,3.0,4.0,6.0,0.0,1,0.0,2.0,4.0,2.0,0
1517,1517,5.0,1,2.0,6.0,2.0,6.0,6.0,4.0,3.0,0.0,0,0.0,4.0,4.0,2.0,1
1518,1518,5.0,0,6.0,6.0,2.0,2.0,3.0,4.0,3.0,6.0,1,0.0,2.0,4.0,2.0,0
1519,1519,5.0,0,4.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,0,0.0,2.0,4.0,2.0,0
1520,1520,5.0,0,2.0,6.0,2.0,3.0,5.0,6.0,6.0,3.0,0,0.0,2.0,4.0,2.0,0
1521,1521,5.0,1,4.0,0.0,0.0,2.0,4.0,3.0,2.0,6.0,0,0.0,2.0,4.0,2.0,0
1522,1522,5.0,1,6.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1,0.0,2.0,4.0,2.0,1
1523,1523,5.0,1,2.0,2.0,2.0,6.0,2.0,4.0,2.0,2.0,0,0.0,4.0,4.0,2.0,0
1524,1524,5.0,1,2.0,3.0,3.0,6.0,2.0,4.0,2.0,2.0,0,0.0,4.0,4.0,2.0,0
1525,1525,5.0,1,5.0,0.0,6.0,3.0,2.0,4.0,3.0,0.0,1,0.0,2.0,4.0,2.0,1
1526,1526,5.0,0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,0,0.0,3.0,4.0,2.0,0
1527,1527,5.0,0,4.0,2.0,2.0,2.0,2.0,6.0,3.0,6.0,0,0.0,4.0,4.0,2.0,0
1528,1528,5.0,1,0.0,2.0,2.0,6.0,3.0,4.0,3.0,6.0,0,0.0,2.0,4.0,2.0,0
1529,1529,5.0,1,2.0,0.0,2.0,6.0,3.0,3.0,4.0,6.0,1,0.0,2.0,4.0,2.0,1
1530,1530,3.0,0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,0,0.0,6.0,6.0,0.0,1
1531,1531,3.0,0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,0,0.0,0.0,6.0,0.0,1
1532,1532,3.0,0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,0,0.0,0.0,6.0,0.0,0
1533,1533,3.0,0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,0.0,0,0.0,2.0,6.0,0.0,0
1534,1534,3.0,0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,6.0,0,0.0,6.0,6.0,0.0,1
1535,1535,3.0,0,2.0,2.0,3.0,2.0,6.0,3.0,4.0,6.0,0,0.0,2.0,6.0,0.0,0
1536,1536,3.0,0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,0.0,0,0.0,0.0,6.0,0.0,1
1537,1537,3.0,0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,6.0,0,0.0,0.0,6.0,0.0,0
1538,1538,3.0,0,6.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,0,0.0,0.0,6.0,0.0,1
1539,1539,3.0,0,4.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,0,0.0,6.0,6.0,0.0,0
1540,1540,3.0,0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,0,0.0,0.0,6.0,0.0,1
1541,1541,3.0,0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,0,0.0,2.0,6.0,0.0,0
1542,1542,3.0,0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,0,0.0,2.0,6.0,0.0,0
1543,1543,3.0,0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,6.0,0,0.0,6.0,6.0,0.0,0
1544,1544,3.0,0,2.0,3.0,6.0,3.0,3.0,3.0,4.0,6.0,0,0.0,6.0,6.0,0.0,0
1545,1545,3.0,0,3.0,2.0,2.0,3.0,2.0,6.0,4.0,0.0,1,0.0,2.0,6.0,0.0,1
1546,1546,3.0,0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,0,0.0,0.0,6.0,0.0,1
1547,1547,3.0,0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,0,0.0,0.0,6.0,0.0,0
1548,1548,3.0,0,2.0,3.0,4.0,6.0,3.0,6.0,3.0,6.0,0,0.0,6.0,6.0,2.0,0
1549,1549,3.0,0,6.0,3.0,4.0,6.0,4.0,6.0,3.0,0.0,0,0.0,0.0,6.0,2.0,0
1550,1550,3.0,1,5.0,2.0,3.0,6.0,5.0,6.0,2.0,0.0,0,0.0,0.0,6.0,2.0,1
1551,1551,3.0,0,0.0,3.0,5.0,0.0,4.0,5.0,3.0,2.0,0,0.0,2.0,6.0,2.0,0
1552,1552,3.0,0,3.0,3.0,2.0,0.0,4.0,6.0,6.0,3.0,0,0.0,6.0,6.0,2.0,0
1553,1553,3.0,0,3.0,3.0,3.0,0.0,2.0,6.0,3.0,3.0,0,0.0,2.0,6.0,2.0,0
1554,1554,3.0,0,4.0,3.0,4.0,6.0,4.0,6.0,3.0,6.0,0,0.0,0.0,6.0,2.0,0
1555,1555,3.0,1,2.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,0,0.0,0.0,6.0,2.0,0
1556,1556,3.0,1,4.0,3.0,5.0,3.0,6.0,6.0,0.0,6.0,0,0.0,0.0,6.0,2.0,0
1557,1557,3.0,0,6.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,0,0.0,6.0,6.0,2.0,0
1558,1558,3.0,0,6.0,4.0,4.0,6.0,4.0,5.0,3.0,0.0,0,0.0,0.0,6.0,2.0,0
1559,1559,3.0,0,6.0,3.0,2.0,6.0,3.0,5.0,2.0,0.0,0,0.0,2.0,6.0,2.0,0
1560,1560,3.0,0,5.0,3.0,2.0,6.0,3.0,5.0,2.0,0.0,0,0.0,2.0,6.0,2.0,0
1561,1561,3.0,0,6.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,0,0.0,6.0,6.0,2.0,0
1562,1562,3.0,0,4.0,2.0,4.0,6.0,4.0,5.0,3.0,0.0,0,0.0,6.0,6.0,2.0,0
1563,1563,3.0,0,2.0,3.0,2.0,6.0,3.0,6.0,3.0,6.0,1,0.0,2.0,6.0,2.0,1
1564,1564,3.0,0,6.0,4.0,4.0,0.0,4.0,5.0,3.0,4.0,0,0.0,0.0,6.0,2.0,0
1565,1565,3.0,0,3.0,3.0,2.0,6.0,4.0,5.0,4.0,4.0,0,0.0,0.0,6.0,2.0,0
1566,1566,3.0,1,4.0,2.0,2.0,6.0,3.0,5.0,5.0,6.0,1,0.0,6.0,3.0,0.0,1
1567,1567,3.0,1,2.0,3.0,2.0,2.0,4.0,3.0,4.0,0.0,0,0.0,0.0,3.0,0.0,1
1568,1568,3.0,0,6.0,3.0,6.0,2.0,5.0,3.0,3.0,6.0,0,0.0,0.0,3.0,0.0,1
1569,1569,3.0,0,5.0,3.0,2.0,6.0,4.0,2.0,4.0,3.0,0,0.0,2.0,3.0,0.0,1
1570,1570,3.0,0,4.0,3.0,3.0,6.0,4.0,3.0,2.0,3.0,1,0.0,6.0,3.0,0.0,0
1571,1571,3.0,1,3.0,3.0,6.0,6.0,3.0,3.0,4.0,4.0,0,0.0,2.0,3.0,0.0,0
1572,1572,3.0,0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,1,0.0,0.0,3.0,0.0,1
1573,1573,3.0,0,3.0,2.0,6.0,6.0,6.0,4.0,2.0,6.0,0,0.0,0.0,3.0,0.0,1
1574,1574,3.0,0,4.0,3.0,0.0,3.0,6.0,5.0,3.0,6.0,0,0.0,0.0,3.0,0.0,0
1575,1575,3.0,1,3.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,0,0.0,6.0,3.0,0.0,1
1576,1576,3.0,1,6.0,6.0,2.0,2.0,4.0,3.0,4.0,0.0,1,0.0,0.0,3.0,0.0,1
1577,1577,3.0,1,2.0,2.0,3.0,6.0,3.0,3.0,3.0,6.0,0,0.0,2.0,3.0,0.0,1
1578,1578,3.0,1,4.0,3.0,4.0,6.0,3.0,3.0,3.0,6.0,0,0.0,2.0,3.0,0.0,0
1579,1579,3.0,1,4.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,1,0.0,6.0,3.0,0.0,0
1580,1580,3.0,0,4.0,3.0,5.0,2.0,5.0,3.0,5.0,6.0,0,0.0,6.0,3.0,0.0,0
1581,1581,3.0,0,3.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,0,0.0,2.0,3.0,0.0,1
1582,1582,3.0,1,6.0,4.0,2.0,6.0,4.0,3.0,4.0,5.0,0,0.0,0.0,3.0,0.0,1
1583,1583,3.0,1,2.0,3.0,3.0,6.0,4.0,3.0,5.0,5.0,1,0.0,0.0,3.0,0.0,0
1584,1584,3.0,1,4.0,3.0,6.0,6.0,2.0,6.0,5.0,6.0,0,0.0,6.0,5.0,2.0,0
1585,1585,3.0,1,5.0,4.0,2.0,6.0,4.0,6.0,5.0,6.0,0,0.0,0.0,5.0,2.0,0
1586,1586,3.0,0,5.0,3.0,6.0,6.0,4.0,6.0,4.0,0.0,0,0.0,0.0,5.0,2.0,0
1587,1587,3.0,0,2.0,3.0,2.0,0.0,4.0,5.0,5.0,6.0,1,0.0,2.0,5.0,2.0,1
1588,1588,3.0,0,6.0,6.0,3.0,0.0,4.0,6.0,3.0,6.0,0,0.0,6.0,5.0,2.0,0
1589,1589,3.0,1,2.0,4.0,6.0,0.0,2.0,6.0,5.0,2.0,0,0.0,2.0,5.0,2.0,1
1590,1590,3.0,0,4.0,3.0,2.0,6.0,4.0,6.0,5.0,0.0,0,0.0,0.0,5.0,2.0,0
1591,1591,3.0,0,2.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,0,0.0,0.0,5.0,2.0,0
1592,1592,3.0,0,2.0,4.0,2.0,3.0,6.0,6.0,2.0,5.0,0,0.0,0.0,5.0,2.0,1
1593,1593,3.0,1,3.0,2.0,6.0,2.0,5.0,5.0,4.0,3.0,0,0.0,6.0,5.0,2.0,0
1594,1594,3.0,1,2.0,2.0,2.0,6.0,4.0,6.0,5.0,6.0,0,0.0,0.0,5.0,2.0,1
1595,1595,3.0,1,6.0,4.0,2.0,6.0,3.0,6.0,4.0,0.0,0,0.0,2.0,5.0,2.0,0
1596,1596,3.0,1,3.0,3.0,4.0,6.0,3.0,6.0,4.0,0.0,0,0.0,2.0,5.0,2.0,0
1597,1597,3.0,1,3.0,3.0,3.0,2.0,3.0,6.0,5.0,6.0,0,0.0,6.0,5.0,2.0,0
1598,1598,3.0,0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,0.0,0,0.0,6.0,5.0,2.0,0
1599,1599,3.0,0,2.0,2.0,6.0,6.0,3.0,6.0,5.0,0.0,0,0.0,2.0,5.0,2.0,0
1600,1600,3.0,1,4.0,5.0,2.0,0.0,3.0,6.0,5.0,3.0,0,0.0,0.0,5.0,2.0,0
1601,1601,3.0,1,4.0,3.0,2.0,6.0,4.0,6.0,6.0,3.0,0,0.0,0.0,5.0,2.0,0
1602,1602,3.0,0,3.0,3.0,3.0,6.0,0.0,6.0,2.0,5.0,0,0.0,6.0,3.0,0.0,1
1603,1603,3.0,0,6.0,6.0,6.0,6.0,2.0,5.0,2.0,6.0,0,0.0,0.0,3.0,0.0,0
1604,1604,3.0,0,6.0,6.0,2.0,6.0,2.0,5.0,6.0,6.0,0,0.0,0.0,3.0,0.0,1
1605,1605,3.0,1,0.0,2.0,2.0,6.0,2.0,4.0,2.0,0.0,0,0.0,2.0,3.0,0.0,0
1606,1606,3.0,1,4.0,4.0,3.0,6.0,2.0,5.0,0.0,6.0,0,0.0,6.0,3.0,0.0,1
1607,1607,3.0,0,4.0,2.0,2.0,6.0,0.0,5.0,2.0,6.0,1,0.0,2.0,3.0,0.0,0
1608,1608,3.0,0,5.0,2.0,6.0,2.0,2.0,5.0,2.0,0.0,0,0.0,0.0,3.0,0.0,1
1609,1609,3.0,0,2.0,3.0,6.0,6.0,4.0,5.0,0.0,6.0,0,0.0,0.0,3.0,0.0,0
1610,1610,3.0,0,4.0,2.0,6.0,3.0,3.0,6.0,0.0,4.0,0,0.0,0.0,3.0,0.0,0
1611,1611,3.0,0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,3.0,0,0.0,6.0,3.0,0.0,0
1612,1612,3.0,0,0.0,3.0,2.0,6.0,2.0,5.0,2.0,6.0,0,0.0,0.0,3.0,0.0,1
1613,1613,3.0,0,6.0,2.0,2.0,6.0,6.0,5.0,6.0,6.0,0,0.0,2.0,3.0,0.0,0
1614,1614,3.0,0,6.0,3.0,3.0,6.0,6.0,5.0,6.0,6.0,0,0.0,2.0,3.0,0.0,0
1615,1615,3.0,0,2.0,3.0,3.0,2.0,6.0,5.0,2.0,6.0,0,0.0,6.0,3.0,0.0,0
1616,1616,3.0,1,4.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,0,0.0,6.0,3.0,0.0,1
1617,1617,3.0,0,3.0,3.0,3.0,6.0,6.0,6.0,2.0,0.0,0,0.0,2.0,3.0,0.0,1
1618,1618,3.0,0,6.0,2.0,0.0,6.0,6.0,5.0,2.0,2.0,0,0.0,0.0,3.0,0.0,1
1619,1619,3.0,0,4.0,3.0,4.0,6.0,2.0,4.0,3.0,2.0,0,0.0,0.0,3.0,0.0,0
1620,1620,3.0,1,2.0,2.0,6.0,6.0,2.0,4.0,3.0,3.0,0,0.0,2.0,5.0,0.0,1
1621,1621,3.0,1,2.0,3.0,6.0,2.0,4.0,2.0,3.0,3.0,0,0.0,6.0,5.0,0.0,0
1622,1622,3.0,0,2.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,0,0.0,6.0,5.0,0.0,0
1623,1623,3.0,0,4.0,2.0,6.0,6.0,3.0,6.0,3.0,6.0,0,0.0,4.0,5.0,0.0,0
1624,1624,3.0,0,4.0,2.0,3.0,6.0,4.0,2.0,6.0,0.0,0,0.0,2.0,5.0,0.0,0
1625,1625,3.0,1,6.0,2.0,6.0,6.0,2.0,2.0,3.0,0.0,1,0.0,3.0,5.0,0.0,0
1626,1626,3.0,0,6.0,2.0,6.0,2.0,3.0,2.0,3.0,6.0,0,0.0,6.0,5.0,0.0,0
1627,1627,3.0,0,3.0,0.0,6.0,6.0,6.0,3.0,6.0,4.0,0,0.0,6.0,5.0,0.0,0
1628,1628,3.0,0,2.0,3.0,2.0,3.0,5.0,4.0,6.0,2.0,0,0.0,6.0,5.0,0.0,0
1629,1629,3.0,1,2.0,2.0,6.0,2.0,4.0,6.0,2.0,6.0,0,0.0,2.0,5.0,0.0,0
1630,1630,3.0,1,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0,0.0,6.0,5.0,0.0,1
1631,1631,3.0,1,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0,0.0,4.0,5.0,0.0,0
1632,1632,3.0,1,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,0,0.0,4.0,5.0,0.0,0
1633,1633,3.0,1,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0,0.0,2.0,5.0,0.0,0
1634,1634,3.0,0,3.0,0.0,2.0,2.0,4.0,2.0,3.0,3.0,0,0.0,2.0,5.0,0.0,0
1635,1635,3.0,0,2.0,6.0,6.0,2.0,3.0,6.0,3.0,6.0,0,0.0,3.0,5.0,0.0,1
1636,1636,3.0,1,2.0,3.0,6.0,6.0,3.0,2.0,3.0,0.0,0,0.0,6.0,5.0,0.0,1
1637,1637,3.0,1,0.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,0,0.0,6.0,5.0,0.0,0
1638,1638,6.0,0,4.0,6.0,6.0,2.0,2.0,5.0,5.0,4.0,0,0.0,4.0,4.0,0.0,0
1639,1639,6.0,0,2.0,6.0,4.0,2.0,4.0,3.0,5.0,3.0,0,0.0,2.0,4.0,0.0,0
1640,1640,6.0,0,2.0,6.0,3.0,2.0,4.0,3.0,3.0,2.0,0,0.0,2.0,4.0,0.0,0
1641,1641,6.0,1,6.0,0.0,3.0,6.0,4.0,2.0,5.0,0.0,0,0.0,5.0,4.0,0.0,0
1642,1642,6.0,1,2.0,3.0,4.0,6.0,4.0,3.0,2.0,0.0,0,0.0,3.0,4.0,0.0,0
1643,1643,6.0,0,6.0,6.0,3.0,6.0,2.0,3.0,5.0,0.0,0,0.0,4.0,4.0,0.0,0
1644,1644,6.0,0,2.0,6.0,2.0,2.0,4.0,3.0,5.0,6.0,0,0.0,2.0,4.0,0.0,0
1645,1645,6.0,0,4.0,2.0,3.0,2.0,6.0,4.0,3.0,5.0,1,0.0,2.0,4.0,0.0,0
1646,1646,6.0,0,2.0,6.0,3.0,4.0,6.0,5.0,2.0,3.0,0,0.0,2.0,4.0,0.0,0
1647,1647,6.0,0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,6.0,0,0.0,3.0,4.0,0.0,0
1648,1648,6.0,0,6.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,0,0.0,2.0,4.0,0.0,0
1649,1649,6.0,0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,0,0.0,5.0,4.0,0.0,0
1650,1650,6.0,0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,0,0.0,5.0,4.0,0.0,0
1651,1651,6.0,0,4.0,6.0,5.0,3.0,3.0,3.0,5.0,0.0,0,0.0,3.0,4.0,0.0,0
1652,1652,6.0,1,2.0,2.0,0.0,2.0,4.0,3.0,5.0,2.0,0,0.0,3.0,4.0,0.0,0
1653,1653,6.0,0,3.0,6.0,4.0,2.0,3.0,6.0,5.0,6.0,0,0.0,4.0,4.0,0.0,0
1654,1654,6.0,0,2.0,2.0,3.0,6.0,3.0,3.0,4.0,6.0,1,0.0,2.0,4.0,0.0,0
1655,1655,6.0,0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,6.0,0,0.0,2.0,4.0,0.0,0
1656,1656,2.0,1,2.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,0,0.0,0.0,2.0,0.0,1
1657,1657,2.0,0,6.0,4.0,6.0,5.0,6.0,3.0,3.0,6.0,0,0.0,6.0,2.0,0.0,0
1658,1658,2.0,0,6.0,2.0,2.0,4.0,6.0,6.0,2.0,6.0,0,0.0,0.0,2.0,0.0,0
1659,1659,2.0,0,4.0,3.0,2.0,6.0,2.0,3.0,3.0,0.0,0,0.0,6.0,2.0,0.0,1
1660,1660,2.0,0,2.0,6.0,3.0,2.0,6.0,2.0,2.0,6.0,0,0.0,2.0,2.0,0.0,1
1661,1661,2.0,0,2.0,3.0,6.0,2.0,3.0,4.0,3.0,6.0,0,0.0,0.0,2.0,0.0,1
1662,1662,2.0,0,6.0,3.0,2.0,4.0,2.0,6.0,5.0,0.0,0,0.0,6.0,2.0,0.0,1
1663,1663,2.0,0,0.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,0,0.0,0.0,2.0,0.0,1
